ADM1_EN,ADM2_EN,a7,a8,a10_child,a10_adult,a10_elder,a11,a14,a9_male,a9_female,g5,g6,g8,g9,g19,g4,g7_i,g7_ii,g7_iii,g7_iv,g7_v,g7_vi,g7_vii,g7_viii,g7_ix,g7_x,g7_xi,g7_xii,g7_xiii,g7_xiv,a13,g44,g45_i,g45_ii,g45_iii,g45_iv,g45_v,g45_vi,g45_vii,b5,b6,b7,g15_i,g15_ii,g15_iii,g29,g25,g26,g28,g34_i,g34_ii,g34_iii,g34_iv,g34_v,g34_vi,g34_vii,g34_viii,g34_ix,g34_x,g34_xi,g32,g35,c3,g56,g57,c2,g95,g94,g96,g97,g99,g98,b1,b3,g46,g102,g37,g38,g39,b2,g41,a16,a17,g85,g89,g68,g66,g64,g65_i,g65_ii,g65_iii,g65_iv,g65_v,g65_vi,g65_vii,g65_viii,g65_ix,g65_x,g54,g54_i,g54_ii,g54_iii,g54_v,g54_vi,c9,g61,g62_i,g62_ii,g63,g51,g51b,a12,g53a,g53b_i,g53b_ii,g53b_iii,g53b_iv,g53b_v,g53b_vi,g53b_vii,g52,a22,a24,a25,a29,a26_i,a26_ii,a26_iii,a26_iv,a26_xv,a26_v,a26_vi,a26_vii,a26_viii,a26_ix,a26_x,a26_xi,a26_xii,a26_xiii,a26_xiv,a15_i,a15_ii,a15_iii,a15_iv,a15_v,a15_xiv,a15_vi,a15_vii,a15_viii,a15_ix,a15_x,a15_xiii,a15_xii,a15_xi,a15_xv,a15_xvi,a15_xvii,a15_xviii,a15_xix,a15_xx,a15_xxi,a15_xxii,a15_xxiii,a15_xxiv,g67,g73,g74,f7,f7b,d1_ii,d1_iii,d1_iv,d1_v,d1_vi,d1_vii,d1_viii,d1_i,d1_ix,d1_x,d1_xi,d1_xii,d1_xiii,d2_ii,d2_iii,d2_iv,d2_v,d2_vi,d2_i,d2_vii,d2_viii,d2_ix,d2_x,d3_ii,d3_iii,d3_iv,d3_v,d3_i,d3_vi,d3_vii,d3_viii,d3_ix,d3_x,d3_xi,d3_xii,d3_xiii,d3_xiv,d3_xv,d4,d5_i,d5_ii,d5_iii,d5_iv,d5_v,d5_vi,d5_vii,d5_viii,d5_ix,d5_x,d6,d7,d10,d12,d15,indicative
Diyala,Khanaqin,5.059405941,4.811881188,0.370741003,0.5658573,0.063401697,0.195876289,0.195876289,0.474308502,0.525691498,0.863636364,0.863636364,0.910891089,0.059405941,0.015151515,0.136363636,0,0,0.444444444,0,0.333333333,0,0,0,0,0.111111111,0.111111111,0,0,0,0,0.076923077,1,0.523809524,0,0.238095238,0.571428571,0.19047619,0,0.900990099,0.079207921,0.099009901,0.940594059,0.059405941,0,0.792079208,0.900990099,0.405940594,0.900990099,0.204819277,0.012048193,0,0.012048193,0,0,0,0.373493976,0.168674699,0,0,0.069306931,0.534653465,0.069306931,0.01980198,0.108910891,0.01980198,1,0.940594059,0.613861386,0.99009901,0.841584158,0.99009901,0.742574257,0.833333333,0.578947368,0.841584158,0.574257426,0.712871287,0.207920792,0.089108911,1,0.118811881,0.405940594,0.96039604,0.207920792,0.056179775,0.475247525,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0.571428571,0,0,0,0.01980198,0.04950495,0.04950495,0,0,0,0,0,0,0,0,0,0.198019802,0,1,1,0.971428571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.141176471,0.035294118,0,0.070588235,0,0,0,0,0,0.588235294,0.376470588,0.529411765,0.011764706,0.258823529,0,0.011764706,0,0.023529412,0,0.058823529,0.294117647,0,0,0,0.541176471,0,0.267326733,0.084745763,0.217391304,0.326732673,0.435643564,0.465346535,0.128712871,0.297029703,0.04950495,0.326732673,0.445544554,0.059405941,0.02970297,0,0,0,0.336633663,0.148514851,0.118811881,0.524752475,0.277227723,0.346534653,0.00990099,0.405940594,0.04950495,0.03960396,0.297029703,0.267326733,0.544554455,0.693069307,0.544554455,0.158415842,0,0,0,0.01980198,0.01980198,0.01980198,0,0,0.00990099,0.227722772,0,0.956521739,0,0,0,0,0,0.086956522,0.043478261,0,0.956521739,0,0,0.357142857,0.524752475,0
Diyala,Kifri,5.090909091,5.090909091,0.375932797,0.591300763,0.03276644,0.086956522,0.086956522,0.51893424,0.48106576,0.695652174,0.695652174,0.974025974,0.090909091,0,0.260869565,0.307692308,0,0.384615385,0,0,0,0,0,0,0,0.153846154,0.384615385,0,0,0.053571429,0.222222222,0.923076923,0,0.230769231,0.153846154,0.384615385,0.230769231,0,0.519480519,0.12987013,0.116883117,0.935064935,0.064935065,0,0.961038961,0.987012987,0.519480519,0.974025974,0.25,0,0,0,0,0.057692308,0,0.326923077,0.211538462,0,0,0.168831169,0.402597403,0.038961039,0,0,0.025974026,0.987012987,1,0.545454545,1,0.948051948,0.948051948,0.779220779,1,0.796610169,0.883116883,0.337662338,0.532467532,0.233766234,0.012987013,0.974025974,0.077922078,0.311688312,0.974025974,0.207792208,0.04,0.493506494,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.131578947,0.118421053,0.064935065,0,0,0,0.666666667,0,0,0,0.016666667,0.077922078,0.077922078,0,0,0,0,0,0,0,0,0,0.181818182,0.103896104,1,0.964912281,0.927272727,0.4,0.2,0.4,0.2,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0.064516129,0.032258065,0.016129032,0.032258065,0.048387097,0,0.016129032,0.016129032,0.032258065,0.564516129,0.548387097,0.532258065,0,0.274193548,0.048387097,0.048387097,0,0.048387097,0,0.048387097,0.225806452,0,0,0,0.532258065,0.016129032,0.376623377,0.111111111,#N/A,0.324675325,0.246753247,0.506493506,0.077922078,0.064935065,0.038961039,0.402597403,0.662337662,0.116883117,0.051948052,0,0.012987013,0.012987013,0.688311688,0.324675325,0.116883117,0.428571429,0.220779221,0.441558442,0.012987013,0.051948052,0.012987013,0.038961039,0.350649351,0.220779221,0.545454545,0.376623377,0.402597403,0.376623377,0.012987013,0,0,0.038961039,0.038961039,0.090909091,0.012987013,0.025974026,0.012987013,0.012987013,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.285714286,1
Duhok,Al-Amadiya,7.692307692,6.346153846,0.429074629,0.485867373,0.085057998,0.152777778,0.111111111,0.484087672,0.515912328,0.769230769,0.769230769,0.705128205,0.115384615,0.019230769,0.230769231,0.25,0,0.5,0.166666667,0.083333333,0,0,0,0.166666667,0.083333333,0,0,0,0,0,0.205128205,0.733333333,0.4,0.066666667,0.066666667,0.066666667,0.066666667,0,0.743589744,0.282051282,0.153846154,0.935897436,0.051282051,0.012820513,0.230769231,0.948717949,0.08974359,0.948717949,0.888888889,0.015873016,0,0,0.015873016,0.333333333,0,0.111111111,0.142857143,0,0,0.602564103,0.564102564,0.217948718,0.038461538,0.076923077,0.064102564,0.91025641,0.871794872,0.256410256,0.974358974,0.974358974,0.833333333,0.692307692,0.714285714,0.636363636,0.736842105,0.666666667,0.679487179,0.461538462,0.076923077,0.871794872,0.243589744,0.294871795,0.807692308,0.08974359,0,0.897435897,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.012820513,0.012820513,0.012820513,0,0,0,0.470588235,0,0,0,0,0.551282051,0.525641026,0.025641026,0.038461538,0.012820513,0,0,0,0,0.012820513,0,0.205128205,0.012820513,1,0.942028986,0.903225806,0.5,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0.602941176,0.176470588,0.117647059,0.323529412,0.014705882,0,0.014705882,0,0,0.088235294,0.176470588,0.323529412,0.014705882,0.044117647,0,0.117647059,0,0.029411765,0.029411765,0.029411765,0.132352941,0.014705882,0,0,0.338235294,0.117647059,0.153846154,0,0.276595745,0.166666667,0.153846154,0.5,0.051282051,0.051282051,0,0.487179487,0.628205128,0.025641026,0,0,0.012820513,0.038461538,0.782051282,0.205128205,0.08974359,0.08974359,0.012820513,0.012820513,0.025641026,0.064102564,0,0,0.243589744,0.384615385,0.461538462,0.435897436,0,0.205128205,0,0.012820513,0.025641026,0.051282051,0,0,0,0,0,0.602564103,0,1,0,0,0,0,0,0,0,0,0.957446809,0.042553191,0.022222222,0.302325581,0.179487179,1
Duhok,Duhok,7.17,6.36,0.372561883,0.531279887,0.096158231,0.035714286,0.047619048,0.500420801,0.499579199,0.675675676,0.689189189,0.77,0.23,0,0.310810811,0.166666667,0.041666667,0.291666667,0.125,0.208333333,0,0,0,0.041666667,0.041666667,0,0,0.041666667,0.291666667,0,0.304347826,0.75,0.055555556,0.166666667,0.111111111,0.111111111,0.166666667,0.027777778,0.88,0.36,0.22,0.91,0.08,0.01,0.62,0.96,0.48,0.96,0.869047619,0.011904762,0,0.011904762,0,0.119047619,0,0.107142857,0.071428571,0,0,0.81,0.72,0.3,0.07,0.11,0.09,0.94,0.86,0.3,0.99,0.98,0.85,0.5,0.333333333,0.705128205,0.567010309,0.67,0.76,0.29,0.04,0.92,0.18,0.38,0.72,0.15,0.04,0.8,0.101010101,0.4,0,0,0,0.5,0.1,0,0,0,0,0.126315789,0.020408163,0.02020202,0.01,0.02020202,0,0.466666667,0.01,0.01,0,0.01010101,0.43,0.41,0.01,0,0,0,0,0,0,0,0,0.2,0.09,1,0.914893617,0.963855422,0.333333333,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0.7,0.211111111,0.133333333,0.355555556,0.088888889,0,0.011111111,0.033333333,0,0.077777778,0.222222222,0.277777778,0.011111111,0.022222222,0,0.1,0,0.011111111,0,0.011111111,0.033333333,0,0,0,0.288888889,0.133333333,0.25,0,0.333333333,0.21,0.07,0.41,0,0.04,0.07,0.48,0.43,0.07,0.01,0.01,0.03,0.21,0.73,0.35,0.16,0.02,0.04,0,0.03,0.09,0.01,0.04,0.2,0.3,0.54,0.27,0.04,0.36,0.08,0.02,0.01,0.05,0,0,0,0,0,0.06,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4,0.02,0
Duhok,Sumail,7.579439252,6.691588785,0.408908485,0.517396285,0.07369523,0.113402062,0.103092784,0.472979746,0.527020254,0.789473684,0.828947368,0.757009346,0.186915888,0.013157895,0.171052632,0.3125,0,0.25,0,0.125,0,0,0,0,0,0.0625,0.125,0.0625,0.125,0,0.222222222,0.75,0.25,0.0625,0.21875,0.03125,0.125,0.03125,0.841121495,0.252336449,0.14953271,0.934579439,0.065420561,0,0.299065421,0.803738318,0.242990654,0.803738318,0.888888889,0.024691358,0,0,0.012345679,0.185185185,0,0.148148148,0.111111111,0,0,0.635514019,0.644859813,0.242990654,0.065420561,0.130841121,0.102803738,1,0.803738318,0.364485981,0.953271028,0.971962617,0.878504673,0.560747664,0.777777778,0.684210526,0.70754717,0.700934579,0.738317757,0.38317757,0.018691589,0.925233645,0.373831776,0.373831776,0.803738318,0.177570093,0.028301887,0.794392523,0.038461538,0,0,0,0.25,0.75,0,0,0,0,0,0.018691589,0.009345794,0,0,0,0,0.5,0.009345794,0.009345794,0.009345794,0.009433962,0.476635514,0.439252336,0.018691589,0.009345794,0,0,0,0,0.009345794,0,0,0.261682243,0.046728972,1,0.968085106,0.860465116,0.333333333,0,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0.584158416,0.118811881,0.099009901,0.168316832,0.00990099,0,0,0,0,0.04950495,0.237623762,0.396039604,0.04950495,0.04950495,0,0.207920792,0.00990099,0.00990099,0.03960396,0.03960396,0.118811881,0.00990099,0,0,0.435643564,0.099009901,0.14953271,0,0.25,0.214953271,0.046728972,0.598130841,0.056074766,0.009345794,0.037383178,0.420560748,0.570093458,0.037383178,0.009345794,0.009345794,0.009345794,0.130841121,0.738317757,0.336448598,0.065420561,0.028037383,0.018691589,0.037383178,0,0.112149533,0,0.018691589,0.14953271,0.514018692,0.345794393,0.401869159,0.018691589,0.280373832,0.028037383,0.009345794,0,0.028037383,0,0,0,0,0,0.037383178,1,0.25,0,0,0,0,0,0.25,0,0,1,0,0,0.25,0.08411215,0
Duhok,Zakho,7.539130435,6.417391304,0.466754067,0.493539142,0.039706791,0.15625,0.166666667,0.522799954,0.477200046,0.695121951,0.695121951,0.695652174,0.243478261,0.036585366,0.304878049,0.04,0.04,0.64,0.08,0.08,0,0,0,0,0,0,0.12,0,0.04,0,0.169491525,0.9,0.05,0.15,0.1,0.15,0.1,0,0.791304348,0.339130435,0.182608696,0.92173913,0.052173913,0.026086957,0.686956522,0.860869565,0.556521739,0.860869565,0.868131868,0,0,0,0,0.153846154,0,0.10989011,0.098901099,0.010989011,0.032967033,0.704347826,0.539130435,0.226086957,0.034782609,0.139130435,0.086956522,1,0.773913043,0.304347826,1,0.965217391,0.791304348,0.582608696,0.571428571,0.755813953,0.782608696,0.573913043,0.72173913,0.295652174,0,0.895652174,0.130434783,0.304347826,0.808695652,0.139130435,0.026086957,0.886956522,0.043859649,0,0.4,0,0,0.6,0.2,0.2,0,0,0,0.027027027,0,0.008695652,0,0,0,0.461538462,0.017391304,0.017391304,0,0,0.52173913,0.469565217,0,0.008695652,0.008695652,0,0,0,0,0,0,0.234782609,0.034782609,1,0.980769231,0.831578947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.552380952,0.123809524,0.123809524,0.152380952,0,0,0,0.00952381,0,0.038095238,0.276190476,0.457142857,0.00952381,0.095238095,0,0.142857143,0,0.00952381,0,0.038095238,0.085714286,0,0.00952381,0,0.466666667,0.123809524,0.07826087,0,1,0.139130435,0.060869565,0.617391304,0.034782609,0.008695652,0.043478261,0.460869565,0.617391304,0.043478261,0.052173913,0,0.008695652,0.095652174,0.704347826,0.313043478,0.217391304,0.017391304,0.017391304,0.008695652,0.008695652,0.069565217,0,0.008695652,0.208695652,0.408695652,0.565217391,0.339130435,0.017391304,0.269565217,0.017391304,0.008695652,0.008695652,0.095652174,0,0,0,0,0,0.008695652,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.095652174,0
Erbil,Erbil,6.326732673,5.425742574,0.378237164,0.557150303,0.064612533,0.129032258,0.11827957,0.527990436,0.472009564,0.612903226,0.629032258,0.95049505,0.158415842,0,0.370967742,0.083333333,0,0.333333333,0,0.166666667,0,0,0,0.166666667,0.041666667,0.166666667,0.416666667,0.166666667,0.125,0.0125,0.35483871,0.607142857,0.107142857,0,0.178571429,0.607142857,0.321428571,0.035714286,0.762376238,0.207920792,0.148514851,0.851485149,0.138613861,0.00990099,0.584158416,1,0.277227723,1,0.75,0,0,0.015625,0.125,0.046875,0,0.09375,0.21875,0.046875,0,0.633663366,0.435643564,0.128712871,0.089108911,0.148514851,0.069306931,0.98019802,0.762376238,0.257425743,1,0.702970297,0.831683168,0.742574257,0.888888889,0.644736842,0.535353535,0.544554455,0.821782178,0.574257426,0.02970297,0.99009901,0.00990099,0.683168317,0.920792079,0.099009901,0.178947368,0.178217822,0.072916667,1,0,0,0,0,0,0,0,0,0,0.032258065,0,0.01010101,0.02,0,0,0.538461538,0.02970297,0.02970297,0.00990099,0,0.336633663,0.287128713,0,0,0,0,0,0,0,0,0,0.099009901,0.168316832,1,1,0.944444444,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.510416667,0.15625,0,0.114583333,0.09375,0.020833333,0,0,0,0.375,0.479166667,0.322916667,0.010416667,0.0625,0,0.177083333,0,0.020833333,0.010416667,0.020833333,0.239583333,0.010416667,0.010416667,0,0.333333333,0,0.059405941,0.111111111,0,0.297029703,0.198019802,0.752475248,0.079207921,0.00990099,0.03960396,0.326732673,0.712871287,0.069306931,0.00990099,0,0.01980198,0.069306931,0.910891089,0.534653465,0.405940594,0.356435644,0.089108911,0,0,0.227722772,0,0.00990099,0.227722772,0.435643564,0.712871287,0.663366337,0.02970297,0.267326733,0.01980198,0.089108911,0.079207921,0.089108911,0,0,0,0,0.02970297,0.02970297,0.333333333,0.666666667,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0.465346535,0
Erbil,Koysinjaq,5.75862069,5.775862069,0.452645295,0.515677091,0.031677614,0.089285714,0.089285714,0.526665671,0.473334329,0.5,0.5,0.672413793,0.310344828,0,0.5,0.05,0,0.55,0,0.05,0,0,0,0.45,0,0,0,0,0.05,0,0.333333333,1,0,0,0,0,0,0,0.74137931,0.396551724,0.293103448,1,0,0,0.965517241,1,0.24137931,1,0.8,0,0,0.028571429,0.2,0.371428571,0,0.028571429,0.028571429,0,0,0.396551724,0.327586207,0.086206897,0.017241379,0.017241379,0.034482759,1,0.982758621,0.103448276,1,0.655172414,1,0.931034483,0.8,0.277777778,0.586206897,0.310344828,0.551724138,0.275862069,0,0.931034483,0.017241379,0.913793103,0.982758621,0.017241379,0.051724138,0.827586207,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0.2,0,0,0,0,0.086206897,0.051724138,0.017241379,0,0,0,0,0,0,0,0,0,0.068965517,1,1,0.511627907,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.581818182,0.109090909,0,0,0.054545455,0,0,0,0,0.018181818,0.618181818,0.618181818,0.345454545,0.054545455,0,0,0,0.018181818,0,0,0,0,0,0,0.654545455,0,0,#N/A,#N/A,0.948275862,0.534482759,0.931034483,0,0,0,0.017241379,0.034482759,0,0.189655172,0,0,0.051724138,0.672413793,0.655172414,0.672413793,0.25862069,0.137931034,0.034482759,0,0,0,0,0.534482759,0.551724138,0.172413793,0.948275862,0.379310345,0.051724138,0.017241379,0,0,0,0,0,0,0,0,0.034482759,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1
Erbil,Rawanduz,4.678571429,4.678571429,0.380880875,0.543034941,0.076084184,0.107142857,0.080357143,0.502952033,0.497047967,0.593220339,0.610169492,0.151785714,0.080357143,0.050847458,0.389830508,0,0.041666667,0.291666667,0,0.333333333,0,0,0,0.166666667,0.041666667,0.166666667,0.375,0,0.166666667,0.019417476,0.208333333,0.5,0.333333333,0,0.25,0.083333333,0.333333333,0,0.785714286,0.053571429,0.026785714,0.9375,0.0625,0,0.544642857,0.991071429,0.366071429,0.991071429,0.904761905,0,0,0,0,0.079365079,0,0.126984127,0.206349206,0.031746032,0,0.794642857,0.401785714,0.1875,0,0.071428571,0.044642857,0.946428571,0.901785714,0.125,1,0.625,0.857142857,0.866071429,1,0.806451613,0.767857143,0.5625,0.830357143,0.705357143,0.017857143,0.901785714,0.089285714,0.553571429,0.839285714,0,0.017857143,0.526785714,0.009615385,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.018018018,0,0.008928571,0,0,0,0.380952381,0,0,0,0,0.366071429,0.330357143,0.008928571,0.008928571,0,0,0,0,0,0,0,0.089285714,0.071428571,1,1,0.756410256,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.392857143,0.008928571,0.008928571,0.169642857,0.026785714,0,0,0,0.008928571,0.428571429,0.553571429,0.330357143,0.035714286,0.0625,0,0.232142857,0,0.008928571,0.008928571,0.017857143,0.196428571,0,0,0,0.339285714,0.008928571,0.008928571,0.125,0.2,0.25,0.241071429,0.9375,0.008928571,0.008928571,0,0.3125,0.910714286,0.008928571,0,0,0.017857143,0,0.875,0.625,0.294642857,0.3125,0.044642857,0.071428571,0,0.035714286,0,0,0.223214286,0.741071429,0.535714286,0.553571429,0.053571429,0.125,0.026785714,0.0625,0.0625,0.098214286,0,0,0,0,0,0.044642857,0.4,0.6,0,0,0,0,0,0.2,0,0,1,0,0,0.2,0.330357143,0
Erbil,Shaqlawa,5.962962963,5.648148148,0.428157568,0.522899965,0.048942467,0.112149533,0.121495327,0.482799723,0.517200277,0.594202899,0.594202899,0.62037037,0.138888889,0.043478261,0.405797101,0.035714286,0,0.178571429,0.071428571,0.142857143,0,0.035714286,0.035714286,0.071428571,0.142857143,0.071428571,0.428571429,0,0.035714286,0.031914894,0.303030303,0.777777778,0.333333333,0.074074074,0.111111111,0.481481481,0.259259259,0.037037037,0.787037037,0.212962963,0.074074074,0.888888889,0.101851852,0.009259259,0.796296296,0.851851852,0.5,0.842592593,0.824324324,0.027027027,0,0.027027027,0,0.081081081,0,0.067567568,0.148648649,0.040540541,0,0.712962963,0.527777778,0.203703704,0.046296296,0.194444444,0.083333333,0.990740741,0.916666667,0.25,1,0.583333333,0.851851852,0.87962963,0.9,0.710526316,0.60952381,0.675925926,0.814814815,0.657407407,0.009259259,0.851851852,0.027777778,0.638888889,0.925925926,0.074074074,0.037037037,0.62962963,0.019230769,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0.590909091,0.009615385,0.009615385,0,0,0.407407407,0.37037037,0.009259259,0,0,0,0,0,0,0,0,0.12037037,0.074074074,1,1,0.92,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.346938776,0.051020408,0.020408163,0.040816327,0.010204082,0,0,0,0.010204082,0.43877551,0.653061224,0.530612245,0.040816327,0.091836735,0,0.112244898,0.010204082,0.010204082,0.030612245,0.051020408,0.326530612,0,0,0,0.56122449,0.020408163,0.055555556,0,0.071428571,0.277777778,0.175925926,0.87037037,0,0,0.027777778,0.462962963,0.944444444,0.055555556,0,0,0.055555556,0,0.972222222,0.546296296,0.37962963,0.324074074,0,0.018518519,0.009259259,0.388888889,0.009259259,0,0.212962963,0.638888889,0.564814815,0.694444444,0.064814815,0.212962963,0.009259259,0.083333333,0.111111111,0.064814815,0,0,0,0,0.037037037,0.12962963,0.142857143,0.857142857,0,0,0,0,0,0,0,0,0.714285714,0.214285714,0,0.071428571,0.37962963,0
Kerbala,Kerbela,5.583333333,5.2,0.382010582,0.574378307,0.043611111,0.156862745,0.134615385,0.503306878,0.496693122,0.871794872,0.871794872,0.85,0.066666667,0,0.128205128,0,0,0.6,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0.125,0.846153846,0.307692308,0,0.076923077,0.615384615,0.230769231,0,0.8,0.216666667,0.083333333,0.9,0.1,0,0.916666667,0.933333333,0.516666667,0.933333333,0.244897959,0,0,0,0,0.020408163,0,0.244897959,0.183673469,0,0,0.066666667,0.516666667,0.083333333,0.033333333,0.05,0.05,0.983333333,0.966666667,0.666666667,1,0.866666667,0.95,0.85,0.714285714,0.788461538,0.95,0.366666667,0.566666667,0.466666667,0.066666667,1,0.216666667,0.383333333,1,0.166666667,0.018181818,0.483333333,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0.6,0.016666667,0.016666667,0,0.018867925,0.1,0.1,0,0,0,0,0,0,0,0,0,0.266666667,0.016666667,1,0.761904762,1,0.230769231,0,0.307692308,0.461538462,0,0.307692308,0.769230769,0,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0,0,0,0,0.511627907,0.372093023,0.76744186,0.046511628,0.209302326,0,0.046511628,0,0.023255814,0,0,0.279069767,0,0,0,0.813953488,0,0.316666667,0.09375,0,0.45,0.483333333,0.366666667,0.133333333,0.3,0.05,0.2,0.4,0.116666667,0.016666667,0,0,0,0.35,0.266666667,0.066666667,0.45,0.15,0.433333333,0.116666667,0.2,0.133333333,0.083333333,0.333333333,0.483333333,0.516666667,0.533333333,0.416666667,0.133333333,0.05,0,0,0.033333333,0.033333333,0.016666667,0,0,0,0.15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.45,1
Kirkuk,Daquq,5.971962617,6.056074766,0.438961635,0.508895907,0.052142458,0.115384615,0.125,0.487879566,0.512120434,0.554054054,0.581081081,0.943925234,0.158878505,0.067567568,0.405405405,0.03030303,0,0,0.181818182,0,0.03030303,0,0,0.03030303,0.151515152,0.212121212,0.272727273,0,0.424242424,0,0.095238095,0.625,0.125,0,0.375,0.25,0.125,0,0.61682243,0.177570093,0.074766355,1,0,0,0.747663551,0.813084112,0.476635514,0.813084112,0.742424242,0,0,0,0,0.166666667,0.015151515,0.272727273,0.272727273,0.015151515,0,0.971962617,0.485981308,0.074766355,0,0,0.028037383,1,0.897196262,0.785046729,0.990654206,0.971962617,0.990654206,0.738317757,0.916666667,0.658536585,0.825242718,0.392523364,0.485981308,0.345794393,0,1,0.289719626,0.429906542,0.663551402,0.065420561,0.214953271,0.598130841,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.037735849,0,0,0,0.037383178,0,0.375,0,0,0,0,0.065420561,0.056074766,0,0,0,0,0,0,0,0,0,0.448598131,0.130841121,1,0.978947368,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.194174757,0.058252427,0.155339806,0,0,0.009708738,0,0,0,0.291262136,0.13592233,0.786407767,0.087378641,0.291262136,0,0.048543689,0,0.058252427,0,0.009708738,0.067961165,0,0,0,0.825242718,0.155339806,0.271028037,0.018181818,0.571428571,0.186915888,0.355140187,0.728971963,0.158878505,0.018691589,0.009345794,0.429906542,0.710280374,0.074766355,0.065420561,0,0,0,0.607476636,0.53271028,0.037383178,0.345794393,0,0,0,0.485981308,0,0,0.551401869,0.841121495,0.009345794,0.897196262,0.046728972,0.009345794,0,0,0,0,0,0,0,0,0,0.065420561,0,0,0,0,0,0,0,1,0,0,0.857142857,0,0,0.571428571,0.878504673,0
